state,updatedon,totaltested,positive
Rajasthan,25/06/2020,757137,16296
Rajasthan,26/06/2020,770174,16660
Rajasthan,27/06/2020,784803,16944
Rajasthan,28/06/2020,800214,17271
Rajasthan,29/06/2020,809777,17660
Rajasthan,30/06/2020,824213,18014
Rajasthan,01/07/2020,839370,18312
Rajasthan,02/07/2020,854274,18662
Rajasthan,03/07/2020,869602,19052
Rajasthan,04/07/2020,889355,19532
Rajasthan,05/07/2020,909132,20164
Rajasthan,06/07/2020,920600,20688
Rajasthan,07/07/2020,940758,21404
Rajasthan,08/07/2020,963454,22063
Rajasthan,09/07/2020,987272,22563
Rajasthan,10/07/2020,1009195,23174
Rajasthan,11/07/2020,1032198,23748
Rajasthan,12/07/2020,1054080,24392
Rajasthan,13/07/2020,1068283,24936
Rajasthan,14/07/2020,1096696,25571
Rajasthan,15/07/2020,1123902,26437
Rajasthan,16/07/2020,1151952,27174
Rajasthan,17/07/2020,1175379,27789
Rajasthan,18/07/2020,1204676,28500
Rajasthan,19/07/2020,1231760,29434
Rajasthan,20/07/2020,1244387,30390
Rajasthan,21/07/2020,1270376,31373
Rajasthan,22/07/2020,1298218,32334
Rajasthan,23/07/2020,1325580,33220
Rajasthan,24/07/2020,1349544,34178
Rajasthan,25/07/2020,1377850,35298
Rajasthan,26/07/2020,1403124,36430
Sikkim,04/05/2020,170,
Sikkim,05/05/2020,181,0
Sikkim,06/05/2020,189,0
Sikkim,07/05/2020,216,0
Sikkim,08/05/2020,216,0
Sikkim,09/05/2020,219,0
Sikkim,10/05/2020,219,0
Sikkim,11/05/2020,219,0
Sikkim,12/05/2020,348,0
Sikkim,13/05/2020,439,0
Sikkim,14/05/2020,579,0
Sikkim,15/05/2020,348,0
Sikkim,16/05/2020,840,0
Sikkim,17/05/2020,947,0
Sikkim,18/05/2020,1087,0
Sikkim,19/05/2020,1204,0
Sikkim,20/05/2020,1342,0
Sikkim,22/05/2020,1637,0
Sikkim,23/05/2020,1707,0
Sikkim,24/05/2020,1855,1
Sikkim,25/05/2020,2103,1
Sikkim,26/05/2020,2255,1
Sikkim,27/05/2020,2417,1
Sikkim,28/05/2020,2626,1
Sikkim,29/05/2020,2759,1
Sikkim,30/05/2020,2829,1
Sikkim,31/05/2020,2925,1
Sikkim,01/06/2020,3525,1
Sikkim,02/06/2020,3788,1
Sikkim,03/06/2020,4102,2
Sikkim,04/06/2020,4358,2
Sikkim,05/06/2020,4761,3
Sikkim,06/06/2020,5005,3
Sikkim,08/06/2020,5547,6
Sikkim,09/06/2020,5815,12
Sikkim,10/06/2020,6161,12
Sikkim,11/06/2020,6692,12
Sikkim,12/06/2020,5157,26
Sikkim,13/06/2020,5377,62
Sikkim,14/06/2020,5664,67
Sikkim,15/06/2020,5762,68
Sikkim,16/06/2020,6192,68
Sikkim,17/06/2020,6349,70
Sikkim,19/06/2020,6882,70
Sikkim,20/06/2020,7183,70
Sikkim,21/06/2020,9354,70
Sikkim,22/06/2020,9449,78
Sikkim,23/06/2020,9594,79
Sikkim,24/06/2020,9849,83
Sikkim,25/06/2020,10025,85
Sikkim,26/06/2020,10212,86
Sikkim,27/06/2020,10219,87
Sikkim,28/06/2020,10364,88
Sikkim,29/06/2020,10440,88
Sikkim,30/06/2020,10535,88
Sikkim,01/07/2020,10723,88
Sikkim,02/07/2020,10900,88
Sikkim,03/07/2020,11072,101
Sikkim,04/07/2020,11242,103
Sikkim,05/07/2020,11387,125
Sikkim,06/07/2020,11407,125
Sikkim,07/07/2020,11581,125
Sikkim,08/07/2020,11820,129
Sikkim,09/07/2020,12012,130
Sikkim,10/07/2020,12119,130
Sikkim,11/07/2020,12246,156
Sikkim,12/07/2020,12531,160
Sikkim,13/07/2020,12636,162
Sikkim,14/07/2020,12939,211
Sikkim,15/07/2020,13352,
Sikkim,16/07/2020,13762,235
Sikkim,17/07/2020,14373,254
Sikkim,18/07/2020,15139,273
Sikkim,19/07/2020,15957,283
Sikkim,20/07/2020,16906,305
Sikkim,21/07/2020,17564,330
Sikkim,22/07/2020,19484,438
Sikkim,23/07/2020,20050,460
Sikkim,24/07/2020,20785,477
Sikkim,25/07/2020,21272,512
Tamil Nadu,03/04/2020,3684,411
Tamil Nadu,08/04/2020,5305,690
Tamil Nadu,09/04/2020,7267,834
Tamil Nadu,10/04/2020,8410,911
Tamil Nadu,11/04/2020,9842,969
Tamil Nadu,12/04/2020,10655,1075
Tamil Nadu,13/04/2020,12746,1173
Tamil Nadu,14/04/2020,19255,1204
Tamil Nadu,15/04/2020,21994,1242
Tamil Nadu,16/04/2020,26005,1267
Tamil Nadu,17/04/2020,29673,1323
Tamil Nadu,18/04/2020,35036,1372
Tamil Nadu,19/04/2020,40876,1477
Tamil Nadu,20/04/2020,46985,1520
Tamil Nadu,21/04/2020,53045,1596
Tamil Nadu,22/04/2020,59023,1629
Tamil Nadu,23/04/2020,65977,1683
Tamil Nadu,24/04/2020,72403,1755
Tamil Nadu,25/04/2020,80110,1821
Tamil Nadu,26/04/2020,87605,1885
Tamil Nadu,27/04/2020,94781,1937
Tamil Nadu,28/04/2020,101874,2058
Tamil Nadu,29/04/2020,109961,2162
Tamil Nadu,30/04/2020,119748,2323
Tamil Nadu,01/05/2020,129363,2526
Tamil Nadu,02/05/2020,139490,2757
Tamil Nadu,03/05/2020,150107,3023
Tamil Nadu,04/05/2020,162970,3550
Tamil Nadu,05/05/2020,174828,4058
Tamil Nadu,06/05/2020,188241,4829
Tamil Nadu,07/05/2020,202436,5409
Tamil Nadu,08/05/2020,216416,6009
Tamil Nadu,09/05/2020,229670,6535
Tamil Nadu,10/05/2020,243037,7204
Tamil Nadu,11/05/2020,254899,8002
Tamil Nadu,12/05/2020,266687,8718
Tamil Nadu,13/05/2020,279467,9227
Tamil Nadu,14/05/2020,291432,9674
Tamil Nadu,15/05/2020,303104,10108
Tamil Nadu,16/05/2020,313639,10585
Tamil Nadu,17/05/2020,326720,11224
Tamil Nadu,18/05/2020,337841,11760
Tamil Nadu,19/05/2020,348174,12448
Tamil Nadu,20/05/2020,360068,13191
Tamil Nadu,21/05/2020,372532,13967
Tamil Nadu,22/05/2020,385185,14735
Tamil Nadu,23/05/2020,397340,15512
Tamil Nadu,24/05/2020,409615,16277
Tamil Nadu,25/05/2020,421450,17082
Tamil Nadu,26/05/2020,431739,17728
Tamil Nadu,27/05/2020,442970,18545
Tamil Nadu,28/05/2020,455216,19372
Tamil Nadu,29/05/2020,466550,20246
Tamil Nadu,30/05/2020,479155,21184
Tamil Nadu,31/05/2020,491962,22333
Tamil Nadu,01/06/2020,503339,23495
Tamil Nadu,02/06/2020,514433,24586
Tamil Nadu,03/06/2020,528534,25872
Tamil Nadu,04/06/2020,544981,27256
Tamil Nadu,05/06/2020,560673,28694
Tamil Nadu,06/06/2020,576695,30152
Tamil Nadu,07/06/2020,592970,31667
Tamil Nadu,08/06/2020,607952,33229
Tamil Nadu,09/06/2020,621171,34914
Tamil Nadu,10/06/2020,638846,36841
Tamil Nadu,11/06/2020,655675,38716
Tamil Nadu,12/06/2020,673906,40698
Tamil Nadu,13/06/2020,691817,42687
Tamil Nadu,14/06/2020,710599,44661
Tamil Nadu,15/06/2020,729002,46504
Tamil Nadu,16/06/2020,748244,48019
Tamil Nadu,17/06/2020,773707,50193
Tamil Nadu,18/06/2020,800443,52334
Tamil Nadu,19/06/2020,827980,54449
Tamil Nadu,20/06/2020,861211,56845
Tamil Nadu,21/06/2020,892612,59377
Tamil Nadu,22/06/2020,919204,62087
Tamil Nadu,23/06/2020,944352,64603
Tamil Nadu,24/06/2020,976431,67468
Tamil Nadu,25/06/2020,1008974,70977
Tamil Nadu,26/06/2020,1042649,74622
Tamil Nadu,27/06/2020,1077454,78335
Tamil Nadu,28/06/2020,1110402,82275
Tamil Nadu,29/06/2020,1140441,86224
Tamil Nadu,30/06/2020,1170683,90167
Tamil Nadu,01/07/2020,1202204,94049
Tamil Nadu,02/07/2020,1235692,98392
Tamil Nadu,03/07/2020,1270720,102721
Tamil Nadu,04/07/2020,1306884,107001
Tamil Nadu,05/07/2020,1341715,111151
Tamil Nadu,06/07/2020,1376497,114978
Tamil Nadu,07/07/2020,1413435,118594
Tamil Nadu,08/07/2020,1449414,122350
Tamil Nadu,09/07/2020,1491783,126581
Tamil Nadu,10/07/2020,1529092,130261
Tamil Nadu,11/07/2020,1566917,134226
Tamil Nadu,12/07/2020,1609448,138470
Tamil Nadu,13/07/2020,1654008,142798
Tamil Nadu,14/07/2020,1695365,147324
Tamil Nadu,15/07/2020,1736747,151820
Tamil Nadu,16/07/2020,1782635,156369
Tamil Nadu,17/07/2020,1831304,160907
Tamil Nadu,18/07/2020,1879499,165714
Tamil Nadu,19/07/2020,1932492,170693
Tamil Nadu,20/07/2020,1984579,175678
Tamil Nadu,21/07/2020,2035645,180643
Tamil Nadu,22/07/2020,2095757,186492
Tamil Nadu,23/07/2020,2157869,192964
Tamil Nadu,24/07/2020,2223019,199749
Tamil Nadu,25/07/2020,2287334,206737
Tamil Nadu,26/07/2020,2351463,213723
Telangana,19/04/2020,14962,858
Telangana,28/04/2020,19063,1009
Telangana,29/04/2020,19278,1016
Telangana,16/05/2020,23388,1551
Telangana,16/06/2020,44431,5406
Telangana,17/06/2020,45911,5675
Telangana,19/06/2020,50569,6526
Telangana,20/06/2020,53757,7072
Telangana,21/06/2020,57054,7802
Telangana,22/06/2020,60243,8674
Telangana,23/06/2020,63249,9553
Telangana,24/06/2020,67318,10444
Telangana,25/06/2020,70934,11364
Telangana,26/06/2020,75308,12349
Telangana,27/06/2020,79231,13436
Telangana,28/06/2020,82458,14419
Telangana,29/06/2020,85106,15394
Telangana,30/06/2020,88563,16339
Telangana,01/07/2020,92797,17357
Telangana,02/07/2020,98153,18570
Telangana,03/07/2020,104118,20462
Telangana,04/07/2020,110545,22312
Telangana,05/07/2020,115835,23902
Telangana,06/07/2020,122218,25733
Telangana,07/07/2020,128438,27612
Telangana,08/07/2020,134801,29536
Telangana,09/07/2020,140755,30946
Telangana,10/07/2020,151109,32224
Telangana,11/07/2020,162171,33402
Telangana,12/07/2020,170324,34671
Telangana,13/07/2020,181849,36221
Telangana,14/07/2020,195024,37745
Telangana,15/07/2020,208666,39342
Telangana,16/07/2020,222693,41018
Telangana,17/07/2020,237817,42496
Telangana,18/07/2020,252700,43780
Telangana,19/07/2020,265219,45076
Telangana,20/07/2020,276222,46274
Telangana,21/07/2020,293077,47705
Telangana,22/07/2020,308959,49259
Telangana,23/07/2020,322326,50826
Telangana,24/07/2020,337771,52466
Telangana,25/07/2020,353425,54059
Telangana,27/07/2020,363242,55532
Tripura,11/04/2020,337,2
Tripura,15/04/2020,738,2
Tripura,16/04/2020,762,2
Tripura,21/04/2020,2604,2
Tripura,22/04/2020,3215,2
Tripura,01/05/2020,4828,3
Tripura,02/05/2020,4955,5
Tripura,03/05/2020,5162,5
Tripura,04/05/2020,5394,17
Tripura,05/05/2020,5850,30
Tripura,06/05/2020,6228,43
Tripura,07/05/2020,6917,89
Tripura,08/05/2020,7448,89
Tripura,09/05/2020,8340,119
Tripura,10/05/2020,9091,136
Tripura,11/05/2020,9596,154
Tripura,12/05/2020,10344,155
Tripura,13/05/2020,11146,155
Tripura,14/05/2020,11804,156
Tripura,15/05/2020,12561,156
Tripura,16/05/2020,13178,167
Tripura,17/05/2020,13750,167
Tripura,18/05/2020,14286,167
Tripura,19/05/2020,15083,169
Tripura,20/05/2020,15822,173
Tripura,21/05/2020,16873,173
Tripura,22/05/2020,17721,175
Tripura,23/05/2020,18737,191
Tripura,24/05/2020,19278,191
Tripura,25/05/2020,20871,198
Tripura,26/05/2020,22049,209
Tripura,27/05/2020,23264,232
Tripura,28/05/2020,24126,242
Tripura,29/05/2020,25403,244
Tripura,30/05/2020,26376,271
Tripura,31/05/2020,27475,316
Tripura,01/06/2020,28360,423
Tripura,02/06/2020,29066,471
Tripura,03/06/2020,30481,622
Tripura,04/06/2020,31138,646
Tripura,05/06/2020,32300,694
Tripura,06/06/2020,33331,749
Tripura,07/06/2020,35263,802
Tripura,08/06/2020,37453,840
Tripura,09/06/2020,38572,866
Tripura,10/06/2020,40027,897
Tripura,11/06/2020,41389,915
Tripura,12/06/2020,40837,960
Tripura,13/06/2020,43972,1042
Tripura,14/06/2020,46015,1075
Tripura,15/06/2020,47683,1084
Tripura,16/06/2020,49208,1090
Tripura,17/06/2020,50268,1133
Tripura,18/06/2020,51495,1154
Tripura,19/06/2020,52752,1181
Tripura,20/06/2020,53905,1189
Tripura,21/06/2020,54983,1224
Tripura,22/06/2020,56035,1240
Tripura,23/06/2020,56901,1263
Tripura,24/06/2020,57753,1263
Tripura,25/06/2020,59025,1295
Tripura,26/06/2020,60199,1330
Tripura,27/06/2020,61194,1339
Tripura,28/06/2020,62278,1351
Tripura,29/06/2020,63364,1385
Tripura,30/06/2020,64478,1393
Tripura,01/07/2020,65549,1401
Tripura,02/07/2020,67255,1440
Tripura,03/07/2020,68634,1533
Tripura,04/07/2020,69891,1558
Tripura,05/07/2020,71338,1581
Tripura,06/07/2020,73058,1692
Tripura,07/07/2020,74230,1716
Tripura,08/07/2020,75641,1773
Tripura,09/07/2020,77439,1789
Tripura,10/07/2020,79429,1931
Tripura,11/07/2020,81631,1962
Tripura,12/07/2020,83353,2067
Tripura,13/07/2020,86211,2093
Tripura,14/07/2020,88677,2183
Tripura,15/07/2020,92313,2281
Tripura,16/07/2020,95328,2379
Tripura,17/07/2020,97471,2497
Tripura,18/07/2020,105058,2668
Tripura,19/07/2020,109290,2892
Tripura,20/07/2020,114165,3093
Tripura,21/07/2020,119046,3345
Tripura,22/07/2020,123269,3471
Tripura,23/07/2020,127742,3677
Tripura,24/07/2020,131485,3777
Tripura,25/07/2020,135436,3882
Tripura,26/07/2020,138100,3919
Uttar Pradesh,05/04/2020,5255,278
Uttar Pradesh,05/04/2020,5255,278
Uttar Pradesh,09/04/2020,8402,410
Uttar Pradesh,10/04/2020,9332,433
Uttar Pradesh,11/04/2020,10595,452
Uttar Pradesh,12/04/2020,11855,483
Uttar Pradesh,13/04/2020,13287,558
Uttar Pradesh,14/04/2020,15914,660
Uttar Pradesh,15/04/2020,19506,727
Uttar Pradesh,16/04/2020,21384,805
Uttar Pradesh,17/04/2020,24643,849
Uttar Pradesh,18/04/2020,28484,974
Uttar Pradesh,19/04/2020,31767,1100
Uttar Pradesh,20/04/2020,34326,1184
Uttar Pradesh,21/04/2020,37933,1337
Uttar Pradesh,22/04/2020,42192,1449
Uttar Pradesh,23/04/2020,45483,1510
Uttar Pradesh,24/04/2020,53166,1621
Uttar Pradesh,25/04/2020,56851,1793
Uttar Pradesh,26/04/2020,61799,1873
Uttar Pradesh,27/04/2020,67145,1896
Uttar Pradesh,28/04/2020,70307,2053
Uttar Pradesh,29/04/2020,73716,2134
Uttar Pradesh,30/04/2020,78013,2211
Uttar Pradesh,01/05/2020,82459,2328
Uttar Pradesh,02/05/2020,85729,2487
Uttar Pradesh,03/05/2020,95841,2645
Uttar Pradesh,04/05/2020,98300,2766
Uttar Pradesh,05/05/2020,105234,2880
Uttar Pradesh,06/05/2020,109888,2998
Uttar Pradesh,07/05/2020,113670,3071
Uttar Pradesh,08/05/2020,119688,3214
Uttar Pradesh,09/05/2020,124791,3373
Uttar Pradesh,10/05/2020,129955,3467
Uttar Pradesh,11/05/2020,135760,3573
Uttar Pradesh,12/05/2020,140166,3664
Uttar Pradesh,13/05/2020,145637,3578
Uttar Pradesh,14/05/2020,153139,3902
Uttar Pradesh,15/05/2020,159282,4057
Uttar Pradesh,16/05/2020,163105,4258
Uttar Pradesh,17/05/2020,172219,4464
Uttar Pradesh,18/05/2020,176479,4605
Uttar Pradesh,19/05/2020,182184,4926
Uttar Pradesh,20/05/2020,191164,5175
Uttar Pradesh,21/05/2020,206811,5515
Uttar Pradesh,22/05/2020,214060,5735
Uttar Pradesh,23/05/2020,217867,6017
Uttar Pradesh,24/05/2020,229621,6268
Uttar Pradesh,25/05/2020,235622,6497
Uttar Pradesh,26/05/2020,240588,6724
Uttar Pradesh,27/05/2020,240588,6991
Uttar Pradesh,28/05/2020,256267,7170
Uttar Pradesh,29/05/2020,270920,7445
Uttar Pradesh,30/05/2020,279288,7701
Uttar Pradesh,31/05/2020,289892,8075
Uttar Pradesh,01/06/2020,297903,8361
Uttar Pradesh,02/06/2020,307621,8729
Uttar Pradesh,03/06/2020,317780,8870
Uttar Pradesh,04/06/2020,330663,9237
Uttar Pradesh,05/06/2020,344717,9733
Uttar Pradesh,06/06/2020,355085,10103
Uttar Pradesh,07/06/2020,360258,10536
Uttar Pradesh,08/06/2020,380723,10947
Uttar Pradesh,09/06/2020,391286,11335
Uttar Pradesh,10/06/2020,404637,11610
Uttar Pradesh,11/06/2020,420669,12088
Uttar Pradesh,12/06/2020,435601,12619
Uttar Pradesh,13/06/2020,449616,13118
Uttar Pradesh,14/06/2020,467702,13615
Uttar Pradesh,15/06/2020,466081,14091
Uttar Pradesh,16/06/2020,480047,14598
Uttar Pradesh,17/06/2020,496206,15181
Uttar Pradesh,18/06/2020,515280,15785
Uttar Pradesh,19/06/2020,532505,16594
Uttar Pradesh,20/06/2020,542972,17135
Uttar Pradesh,21/06/2020,560697,17731
Uttar Pradesh,22/06/2020,574304,18322
Uttar Pradesh,23/06/2020,588186,18893
Uttar Pradesh,24/06/2020,603390,19557
Uttar Pradesh,25/06/2020,620954,20193
Uttar Pradesh,26/06/2020,642833,20943
Uttar Pradesh,27/06/2020,663096,21549
Uttar Pradesh,28/06/2020,684296,22147
Uttar Pradesh,29/06/2020,707839,22828
Uttar Pradesh,30/06/2020,727793,23492
Uttar Pradesh,01/07/2020,758915,24056
Uttar Pradesh,02/07/2020,781584,24825
Uttar Pradesh,03/07/2020,810991,25797
Uttar Pradesh,04/07/2020,834991,26554
Uttar Pradesh,05/07/2020,887997,27707
Uttar Pradesh,06/07/2020,917114,28636
Uttar Pradesh,07/07/2020,947453,29968
Uttar Pradesh,08/07/2020,1003280,31156
Uttar Pradesh,09/07/2020,1036106,32362
Uttar Pradesh,10/07/2020,1074112,33700
Uttar Pradesh,11/07/2020,1116466,35092
Uttar Pradesh,12/07/2020,1156089,36476
Uttar Pradesh,13/07/2020,1192089,38130
Uttar Pradesh,14/07/2020,1231939,39724
Uttar Pradesh,15/07/2020,1277241,41383
Uttar Pradesh,16/07/2020,1325327,43441
Uttar Pradesh,17/07/2020,1379534,
Uttar Pradesh,18/07/2020,1426303,47036
Uttar Pradesh,19/07/2020,1470426,49286
Uttar Pradesh,20/07/2020,1513827,51160
Uttar Pradesh,21/07/2020,1554116,
Uttar Pradesh,22/07/2020,1600000,55588
Uttar Pradesh,23/07/2020,1654651,58104
Uttar Pradesh,24/07/2020,1705348,60771
Uttar Pradesh,25/07/2020,1762416,63742
Uttar Pradesh,26/07/2020,1834297,67048
Uttarakhand,02/04/2020,678,7
Uttarakhand,07/04/2020,1289,32
Uttarakhand,09/04/2020,1531,35
Uttarakhand,10/04/2020,1688,35
Uttarakhand,11/04/2020,1705,35
Uttarakhand,12/04/2020,1820,35
Uttarakhand,13/04/2020,1998,35
Uttarakhand,14/04/2020,2174,35
Uttarakhand,15/04/2020,2413,37
Uttarakhand,16/04/2020,2593,37
Uttarakhand,17/04/2020,2831,40
Uttarakhand,18/04/2020,3158,42
Uttarakhand,19/04/2020,3344,44
Uttarakhand,20/04/2020,3677,46
Uttarakhand,21/04/2020,4061,46
Uttarakhand,22/04/2020,4275,46
Uttarakhand,23/04/2020,4473,47
Uttarakhand,24/04/2020,4767,48
Uttarakhand,25/04/2020,5194,48
Uttarakhand,26/04/2020,5277,50
Uttarakhand,27/04/2020,5463,51
Uttarakhand,28/04/2020,5739,52
Uttarakhand,29/04/2020,6046,54
Uttarakhand,30/04/2020,6565,57
Uttarakhand,01/05/2020,7042,57
Uttarakhand,02/05/2020,7369,59
Uttarakhand,03/05/2020,7578,60
Uttarakhand,04/05/2020,7806,60
Uttarakhand,05/05/2020,8060,61
Uttarakhand,06/05/2020,8346,61
Uttarakhand,07/05/2020,8783,61
Uttarakhand,08/05/2020,9116,61
Uttarakhand,09/05/2020,9386,67
Uttarakhand,10/05/2020,9668,68
Uttarakhand,11/05/2020,9915,68
Uttarakhand,12/05/2020,10471,68
Uttarakhand,13/05/2020,10792,70
Uttarakhand,14/05/2020,11294,75
Uttarakhand,15/05/2020,12045,79
Uttarakhand,16/05/2020,12597,88
Uttarakhand,17/05/2020,13212,92
Uttarakhand,18/05/2020,13870,93
Uttarakhand,19/05/2020,14691,104
Uttarakhand,20/05/2020,15503,120
Uttarakhand,21/05/2020,16528,132
Uttarakhand,22/05/2020,18008,151
Uttarakhand,23/05/2020,19248,173
Uttarakhand,24/05/2020,20969,293
Uttarakhand,25/05/2020,22117,332
Uttarakhand,26/05/2020,23076,400
Uttarakhand,27/05/2020,23975,438
Uttarakhand,28/05/2020,25380,493
Uttarakhand,29/05/2020,26951,602
Uttarakhand,30/05/2020,28433,727
Uttarakhand,31/05/2020,30438,802
Uttarakhand,01/06/2020,31703,929
Uttarakhand,02/06/2020,33081,999
Uttarakhand,03/06/2020,34413,1066
Uttarakhand,04/06/2020,35117,1145
Uttarakhand,05/06/2020,35967,1215
Uttarakhand,06/06/2020,36638,1245
Uttarakhand,07/06/2020,37166,1341
Uttarakhand,08/06/2020,39133,1380
Uttarakhand,09/06/2020,40264,1488
Uttarakhand,10/06/2020,40872,1560
Uttarakhand,11/06/2020,41888,1637
Uttarakhand,12/06/2020,42783,1692
Uttarakhand,13/06/2020,44040,1759
Uttarakhand,14/06/2020,45344,1816
Uttarakhand,15/06/2020,46573,1836
Uttarakhand,16/06/2020,47870,1912
Uttarakhand,17/06/2020,49462,1985
Uttarakhand,18/06/2020,50796,2079
Uttarakhand,19/06/2020,53155,2127
Uttarakhand,20/06/2020,54512,2278
Uttarakhand,21/06/2020,55819,2324
Uttarakhand,22/06/2020,56724,2401
Uttarakhand,23/06/2020,58338,2505
Uttarakhand,24/06/2020,59616,2568
Uttarakhand,25/06/2020,61165,2642
Uttarakhand,26/06/2020,62500,2725
Uttarakhand,27/06/2020,63960,2791
Uttarakhand,28/06/2020,64984,2823
Uttarakhand,29/06/2020,66396,2831
Uttarakhand,30/06/2020,69024,2881
Uttarakhand,01/07/2020,70032,2947
Uttarakhand,02/07/2020,72104,2984
Uttarakhand,03/07/2020,73738,3048
Uttarakhand,04/07/2020,76878,3093
Uttarakhand,05/07/2020,78306,3124
Uttarakhand,06/07/2020,79605,3161
Uttarakhand,07/07/2020,81447,3230
Uttarakhand,08/07/2020,83900,3258
Uttarakhand,09/07/2020,86458,3305
Uttarakhand,10/07/2020,89179,3373
Uttarakhand,11/07/2020,92198,3417
Uttarakhand,12/07/2020,94121,3537
Uttarakhand,13/07/2020,96123,3608
Uttarakhand,14/07/2020,98878,3686
Uttarakhand,15/07/2020,102529,3785
Uttarakhand,16/07/2020,109784,3982
Uttarakhand,17/07/2020,113846,4102
Uttarakhand,18/07/2020,116694,4276
Uttarakhand,19/07/2020,119345,4515
Uttarakhand,20/07/2020,123000,4642
Uttarakhand,21/07/2020,127098,4849
Uttarakhand,22/07/2020,129783,5300
Uttarakhand,23/07/2020,132840,5445
Uttarakhand,24/07/2020,135447,5717
Uttarakhand,25/07/2020,139229,5961
Uttarakhand,26/07/2020,141431,6104
West Bengal,01/04/2020,659,37
West Bengal,04/04/2020,1042,
West Bengal,06/04/2020,1301,
West Bengal,07/04/2020,1487,
West Bengal,09/04/2020,1889,
West Bengal,10/04/2020,2095,
West Bengal,11/04/2020,2286,126
West Bengal,12/04/2020,2523,134
West Bengal,13/04/2020,2793,152
West Bengal,14/04/2020,3081,190
West Bengal,15/04/2020,3470,213
West Bengal,16/04/2020,3811,231
West Bengal,17/04/2020,4212,255
West Bengal,18/04/2020,4630,287
West Bengal,19/04/2020,5045,310
West Bengal,20/04/2020,5469,339
West Bengal,21/04/2020,6182,392
West Bengal,22/04/2020,7037,423
West Bengal,23/04/2020,7990,456
West Bengal,24/04/2020,8933,514
West Bengal,25/04/2020,9880,571
West Bengal,26/04/2020,10893,611
West Bengal,27/04/2020,12043,649
West Bengal,28/04/2020,13223,697
West Bengal,29/04/2020,14620,725
West Bengal,30/04/2020,16525,758
West Bengal,01/05/2020,18566,
West Bengal,02/05/2020,20976,795
West Bengal,03/05/2020,22915,922
West Bengal,04/05/2020,25116,1259
West Bengal,05/05/2020,27571,1344
West Bengal,06/05/2020,30141,1456
West Bengal,07/05/2020,32752,1548
West Bengal,08/05/2020,35767,1678
West Bengal,09/05/2020,39368,1786
West Bengal,10/05/2020,43414,1939
West Bengal,11/05/2020,47615,2063
West Bengal,12/05/2020,52622,2173
West Bengal,13/05/2020,57632,2290
West Bengal,14/05/2020,62837,2377
West Bengal,15/05/2020,69543,2461
West Bengal,16/05/2020,77288,2576
West Bengal,17/05/2020,85956,2677
West Bengal,18/05/2020,93570,2825
West Bengal,19/05/2020,102282,2961
West Bengal,20/05/2020,111002,3103
West Bengal,21/05/2020,115244,3197
West Bengal,22/05/2020,120599,3332
West Bengal,23/05/2020,129608,3459
West Bengal,24/05/2020,138824,3667
West Bengal,25/05/2020,148049,3816
West Bengal,26/05/2020,157277,4009
West Bengal,27/05/2020,166513,4192
West Bengal,28/05/2020,175769,4536
West Bengal,29/05/2020,185051,4813
West Bengal,30/05/2020,194397,5130
West Bengal,31/05/2020,203751,5501
West Bengal,01/06/2020,213231,5772
West Bengal,02/06/2020,222726,6168
West Bengal,03/06/2020,232225,6508
West Bengal,04/06/2020,241831,6876
West Bengal,05/06/2020,251517,7303
West Bengal,06/06/2020,261288,7738
West Bengal,07/06/2020,271074,8187
West Bengal,08/06/2020,280098,8613
West Bengal,09/06/2020,287900,8985
West Bengal,10/06/2020,297419,9328
West Bengal,11/06/2020,306941,9768
West Bengal,12/06/2020,315699,10244
West Bengal,13/06/2020,324707,10698
West Bengal,14/06/2020,333733,11087
West Bengal,15/06/2020,343242,11494
West Bengal,16/06/2020,351754,11909
West Bengal,17/06/2020,360976,12300
West Bengal,18/06/2020,370291,12735
West Bengal,19/06/2020,380612,13090
West Bengal,20/06/2020,390942,13531
West Bengal,21/06/2020,401491,13945
West Bengal,22/06/2020,410854,14358
West Bengal,23/06/2020,420277,14728
West Bengal,24/06/2020,429766,15173
West Bengal,25/06/2020,439258,15648
West Bengal,26/06/2020,448795,16190
West Bengal,27/06/2020,458343,16711
West Bengal,28/06/2020,468906,17283
West Bengal,29/06/2020,478419,17907
West Bengal,30/06/2020,488038,18559
West Bengal,01/07/2020,497596,19170
West Bengal,02/07/2020,508001,19819
West Bengal,03/07/2020,519054,20488
West Bengal,04/07/2020,530072,21231
West Bengal,05/07/2020,541088,22126
West Bengal,06/07/2020,552007,22987
West Bengal,07/07/2020,562137,23837
West Bengal,08/07/2020,572523,24823
West Bengal,09/07/2020,583328,25911
West Bengal,10/07/2020,593967,27109
West Bengal,11/07/2020,605370,28453
West Bengal,12/07/2020,617079,30013
West Bengal,13/07/2020,627438,31448
West Bengal,14/07/2020,638540,32838
West Bengal,15/07/2020,649928,34427
West Bengal,16/07/2020,663108,36117
West Bengal,17/07/2020,676348,38011
West Bengal,18/07/2020,689813,40209
West Bengal,19/07/2020,703284,42487
West Bengal,20/07/2020,716365,44769
West Bengal,21/07/2020,729429,47030
West Bengal,22/07/2020,743469,49321
West Bengal,23/07/2020,758027,51757
West Bengal,24/07/2020,773512,53973
West Bengal,25/07/2020,789140,56377
West Bengal,26/07/2020,805185,58718
